State,County,Percent_Fair_or_Poor_Health,Average_Number_of_Physically_Unhealthy_Days,Average_Number_of_Mentally_Unhealthy_Days,Percent_Smokers,Percent_Adults_with_Obesity,Food_Environment_Index,Percent_Physically_Inactive,Percent_With_Access_to_Exercise_Opportunities,Percent_Excessive_Drinking,Percent_Uninsured,Primary_Care_Physicians_Rate,Dentist_Rate,Mental_Health_Provider_Rate,Preventable_Hospitalization_Rate,Percent_Vaccinated,High_School_Graduation_Rate,Percent_Some_College,Percent_Unemployed,Percent_Single_Parent_Households,Social_Association_Rate,Violent_Crime_Rate,Polution_Average_Daily_PM2.5,Presence_of_Water_Violation,Percent_Severe_Housing_Problems,Percent_Drive_Alone_to_Work,Percent_Long_Commute,Percent_Adults_with_Diabetes,Percent_Limited_Access_to_Healthy_Foods,Median_Household_Income,Rate_100000,Rate_Level,Area_Name,POP_ESTIMATE
MT,Judith Basin,13,3.5,3.6,15,31,6.6,30,9,19,12,0,0,51,647,34,100,75,3.4,32,0.0,179,4.5,0,9,55,34,9,22,50197,286.7333333,1,Judith Basin,2007
MT,Lake,17,4.2,4.3,20,29,7.9,22,55,18,15,69,86,238,4902,38,89,62,4.3,38,9.2,446,8.8,0,18,75,22,9,3,44833,410.44444439999995,4,Lake,30458
MT,Lewis and Clark,13,3.4,3.4,14,27,8.1,20,78,21,8,93,83,457,3066,47,85,74,3.3,29,21.8,424,6.1,1,12,77,10,8,6,63860,268.51428569999996,1,Lewis and Clark,69432
MT,Liberty,12,3.4,3.4,15,35,6.5,25,39,21,19,41,41,0,4080,34,90,44,2.5,21,12.4,330,5.9,1,21,51,17,15,21,42742,304.8666667,2,Liberty,2337
MT,Lincoln,16,4.0,3.8,16,26,7.5,22,99,19,13,77,66,197,2580,19,94,53,7.4,24,13.4,203,9.0,0,17,78,13,10,6,40602,356.3833333,3,Lincoln,19980
MT,McCone,12,3.2,3.3,13,25,8.2,25,38,20,17,0,0,0,2474,44,94,75,1.8,0,17.5,59,5.5,0,7,65,24,9,11,43650,382.0,3,McCone,1664
MT,Madison,12,3.4,3.3,14,24,7.9,20,35,20,14,86,11,46,3977,23,90,65,3.5,12,13.5,89,6.8,0,15,64,25,6,10,53031,268.53333330000004,1,Madison,8600
MT,Meagher,15,3.9,3.8,17,26,4.3,23,64,18,12,108,0,54,5536,15,93,65,3.9,17,0.0,106,4.7,0,11,63,19,7,46,44572,262.85,1,Meagher,1862
MT,Mineral,16,4.1,4.0,18,28,5.9,23,100,19,11,47,23,162,1854,28,83,59,7.2,41,0.0,93,8.5,0,16,73,34,9,22,43458,317.8666667,2,Mineral,4397
MT,Missoula,14,3.8,3.8,17,22,7.7,17,93,25,9,102,88,469,2670,50,89,77,3.3,26,11.4,345,8.6,1,19,72,13,6,7,56207,300.77777779999997,2,Missoula,119600
MT,Musselshell,16,3.9,3.9,18,28,7.2,28,55,18,12,0,0,43,3929,34,92,54,4.3,30,8.6,551,5.2,0,19,67,47,8,11,43371,299.4142857,2,Musselshell,4633
MT,Park,13,3.4,3.5,14,24,7.5,25,60,20,10,135,54,251,3670,29,92,72,3.8,23,15.3,170,5.4,1,15,67,30,8,11,61044,245.1333333,1,Park,16606
MT,Petroleum,13,3.5,3.6,15,27,4.9,22,6,20,12,0,0,0,0,28,100,82,4.2,33,0.0,0,5.1,0,9,35,41,4,40,41009,301.1333333,2,Petroleum,487
MT,Phillips,16,4.0,4.0,18,35,7.3,30,65,21,14,24,25,98,5358,39,96,63,4.5,5,7.3,240,4.8,1,8,69,22,11,11,44730,296.5,2,Phillips,3954
MT,Pondera,17,4.0,3.9,19,35,6.3,24,49,21,14,50,33,134,1993,39,86,61,4.1,34,15.1,105,6.0,0,13,67,21,12,22,42890,355.4875,3,Pondera,5911
MT,Powder River,14,3.7,3.7,15,27,7.2,27,18,20,15,0,0,0,1624,43,100,68,2.9,23,0.0,0,5.5,0,7,67,25,9,18,47378,326.2666667,2,Powder River,1682
MT,Powell,15,3.8,3.6,18,32,7.7,26,83,23,11,59,43,86,3867,27,89,43,4.1,21,8.8,456,6.9,0,8,69,30,12,7,48966,313.25,2,Powell,6890
MT,Prairie,12,3.2,3.4,13,35,5.7,24,3,19,11,0,0,0,3007,28,100,60,3.7,5,0.0,214,5.4,0,7,55,21,9,37,42754,249.56666669999998,1,Prairie,1077
MT,Ravalli,14,3.7,4.0,15,27,8.2,24,72,19,13,61,49,208,3193,37,95,64,4.2,24,10.6,198,8.7,0,18,71,32,7,2,50055,260.9333333,1,Ravalli,43806
MT,Richland,12,3.1,3.2,14,31,8.1,28,61,23,11,45,46,119,2268,50,86,61,3.1,23,18.1,282,6.2,0,11,78,15,8,9,67242,448.4111111,4,Richland,10803
MT,Roosevelt,23,5.1,4.8,31,35,4.8,29,49,22,20,36,54,190,3463,28,68,51,4.6,48,4.5,611,6.3,0,9,76,20,17,31,40179,531.7666667,4,Roosevelt,11004
MT,Rosebud,17,4.1,4.0,21,32,7.4,25,55,21,14,54,44,243,4214,27,74,61,5.3,27,15.1,138,6.1,1,14,74,14,13,10,57674,363.46666669999996,3,Rosebud,8937
MT,Sanders,17,4.5,4.1,18,25,6.0,29,83,18,16,77,34,304,2860,22,91,49,6.4,21,6.8,225,9.5,0,18,65,26,11,22,39861,402.24444439999996,3,Sanders,12113
MT,Sheridan,12,3.3,3.4,15,38,7.7,33,64,22,11,58,29,146,4323,50,97,68,2.4,10,23.1,306,6.2,0,9,71,20,8,12,51690,374.1333333,3,Sheridan,3309
MT,Silver Bow,16,4.1,3.9,17,25,7.8,23,63,21,10,72,94,540,3454,46,86,62,4.0,34,9.5,318,8.0,0,18,80,9,8,4,47302,395.0833333,3,Silver Bow,34915
MT,Stillwater,12,3.2,3.3,13,25,8.6,23,36,21,8,21,31,52,1842,36,92,70,3.4,12,11.7,211,5.3,0,11,66,38,9,5,66226,306.21666669999996,2,Stillwater,9642
MT,Sweet Grass,12,3.3,3.4,14,28,8.2,21,71,21,10,54,27,81,1308,18,90,55,3.0,23,13.5,96,4.8,0,14,69,20,5,7,52747,295.71666669999996,2,Sweet Grass,3737
MT,Teton,12,3.5,3.5,15,24,7.5,28,27,21,12,16,49,97,2212,37,94,63,3.4,17,21.4,222,5.9,1,12,64,28,7,13,48368,298.8875,2,Teton,6147
MT,Toole,14,3.5,3.6,18,26,7.2,23,69,22,13,41,82,144,5183,30,88,42,2.6,21,8.2,473,6.4,1,15,61,20,5,12,46326,336.4375,2,Toole,4736
MT,Treasure,15,3.8,3.7,16,33,4.6,25,11,18,14,0,0,0,1359,54,50,80,3.0,12,0.0,0,5.6,0,15,62,30,11,42,50774,293.85,2,Treasure,696
MT,Valley,14,3.6,3.7,16,31,7.6,31,64,22,12,67,27,121,2727,37,92,70,3.1,25,13.5,136,5.7,0,7,72,15,12,15,48390,466.6,4,Valley,7396
MT,Wheatland,16,4.0,3.9,17,32,4.0,25,50,18,17,0,0,89,3801,18,95,40,5.0,24,0.0,236,4.7,0,14,49,10,9,46,38449,298.4,2,Wheatland,2126
MT,Wibaux,14,3.6,3.5,16,30,5.5,29,3,20,11,0,0,0,0,41,100,41,3.4,34,0.0,0,5.3,0,10,70,20,8,38,49532,265.1333333,1,Wibaux,969
MT,Yellowstone,13,3.5,3.8,16,27,8.2,22,85,23,9,98,99,338,3254,52,86,66,3.3,28,13.6,362,6.3,1,14,83,12,8,7,59975,295.24,2,Yellowstone,161300
NE,Adams,16,3.4,3.4,15,37,7.7,26,82,19,9,88,79,390,3696,59,87,71,2.9,26,13.9,231,8.0,1,10,82,14,11,9,55167,343.51428569999996,2,Adams,31363
NE,Antelope,14,3.1,3.5,14,33,7.9,25,50,19,11,47,32,47,4028,31,95,75,2.4,23,26.7,98,7.5,1,10,76,20,10,7,55371,343.3666667,2,Antelope,6298
NE,Arthur,14,3.1,3.4,15,35,4.1,24,0,19,15,0,0,0,0,46,0,90,5.0,6,0.0,0,5.3,0,14,60,29,4,44,46862,548.1666667000001,4,Arthur,463
NE,Banner,14,3.1,3.5,15,29,4.6,23,4,19,10,0,0,0,0,40,0,72,3.4,23,0.0,0,4.6,0,12,59,50,10,45,53865,319.21666669999996,2,Banner,745
NE,Blaine,12,2.8,3.3,13,35,5.1,33,10,20,14,0,0,0,5005,34,100,80,4.6,6,0.0,0,5.8,0,8,61,36,7,35,44467,292.6833333,2,Blaine,465
NE,Boone,12,2.8,3.3,14,33,8.3,31,48,22,9,149,76,19,6281,26,96,79,2.2,13,14.9,0,7.7,1,9,76,18,11,6,51911,301.78333330000004,2,Boone,5192
NE,Box Butte,15,3.2,3.3,16,36,7.6,23,73,23,10,46,65,186,2821,38,84,67,2.8,35,20.2,221,4.7,0,10,84,6,11,13,57952,303.27142860000004,2,Box Butte,10783
NE,Boyd,13,3.0,3.3,13,36,4.9,31,1,18,14,152,51,0,5423,35,100,70,3.0,15,20.2,0,6.3,0,10,66,25,16,41,42431,415.4333333,4,Boyd,1919
NE,Brown,15,3.5,3.6,16,39,7.8,28,76,18,12,100,101,34,1890,11,92,64,3.3,27,23.2,0,5.6,0,13,76,14,9,4,46191,407.21666669999996,3,Brown,2955
NE,Buffalo,15,3.2,3.2,15,30,7.7,20,89,24,10,90,75,345,3588,61,88,73,2.3,27,14.5,193,7.8,0,11,82,13,8,8,59193,275.0285714,1,Buffalo,49659
NE,Burt,15,3.3,3.5,17,36,8.4,33,47,20,11,46,31,15,2766,23,95,69,3.3,24,18.4,82,8.8,0,10,84,32,11,0,57548,320.35,2,Burt,6459
NE,Butler,13,3.1,3.2,14,34,8.3,25,42,22,9,99,25,12,2217,50,92,69,2.3,23,12.4,61,8.5,0,11,82,33,10,5,57208,251.4857143,1,Butler,8016
NE,Cass,13,2.9,3.1,16,40,8.5,27,66,23,7,31,31,34,3412,54,96,76,3.0,21,12.4,126,9.3,0,11,87,46,12,5,75177,287.7666667,2,Cass,26248
NE,Cedar,11,2.7,3.2,13,36,8.3,26,52,22,10,12,36,12,2714,39,80,76,2.3,13,15.2,41,8.1,1,7,75,20,9,5,64570,300.53333330000004,2,Cedar,8402
NE,Chase,14,3.0,3.3,14,32,8.0,29,78,20,17,0,50,0,4422,19,92,79,2.2,25,17.6,126,6.2,1,8,78,18,8,12,54866,297.1,2,Chase,3924
NE,Cherry,14,3.2,3.4,14,28,7.2,31,65,19,15,69,156,17,3139,10,94,71,2.1,29,15.5,240,5.0,0,8,65,14,8,15,49782,313.3333333,2,Cherry,5689
NE,Cheyenne,12,2.9,3.3,14,29,8.1,24,63,20,7,62,54,107,4048,34,90,81,2.8,27,11.4,290,5.3,0,8,83,11,9,6,53132,320.8833333,2,Cheyenne,8910
NE,Clay,13,3.2,3.4,15,35,7.4,27,53,20,12,32,0,16,3172,43,98,62,3.1,24,14.5,124,8.0,1,8,80,32,10,15,56259,322.78333330000004,2,Clay,6203
NE,Colfax,19,3.1,3.3,15,32,9.2,29,78,21,17,0,18,0,1534,41,88,34,2.3,16,16.1,0,8.6,0,13,71,21,7,6,55787,277.3333333,1,Colfax,10709
NE,Cuming,12,2.8,3.3,13,36,8.7,28,70,20,13,44,45,101,2670,26,98,63,2.5,22,14.4,22,8.7,0,10,82,19,10,1,59219,287.5666667,2,Cuming,8846
NE,Custer,14,3.1,3.4,15,36,7.0,30,49,17,11,55,28,74,6113,46,97,70,2.1,36,11.9,139,6.7,1,10,77,17,11,17,49995,277.3,1,Custer,10777
NE,Dakota,20,3.4,3.2,17,39,8.2,32,86,16,16,10,35,234,5034,44,87,43,3.5,31,9.4,234,8.9,0,14,77,8,11,8,55522,286.7,1,Dakota,20026
NE,Dawes,13,3.2,3.5,15,28,7.4,21,88,22,11,79,103,218,3328,40,53,75,2.7,32,15.7,144,4.1,1,15,70,14,8,9,47487,346.3625,2,Dawes,8589
NE,Dawson,18,3.4,3.4,14,36,7.9,26,82,18,15,59,59,110,5078,35,95,50,2.8,30,20.7,152,7.2,0,14,77,14,11,12,56818,257.1285714,1,Dawson,23595
NE,Deuel,14,3.0,3.4,14,36,7.9,27,78,19,12,0,110,0,4910,28,82,67,3.0,23,31.9,0,5.6,0,8,79,29,12,10,47097,312.71666669999996,2,Deuel,1794
NE,Dixon,13,2.9,3.2,13,36,8.0,33,37,20,11,35,53,18,3512,43,95,67,3.0,21,20.9,28,8.5,1,10,83,35,9,10,54635,332.1333333,2,Dixon,5636
NE,Dodge,13,3.2,3.6,17,35,7.7,29,90,22,11,68,63,141,3805,61,87,62,2.7,33,13.9,197,9.0,0,10,83,22,12,9,51682,269.8,1,Dodge,36565
NE,Douglas,15,3.4,3.7,16,30,8.0,22,98,22,10,110,95,404,3505,61,86,73,3.1,32,10.5,486,9.5,0,16,83,17,9,3,64580,229.7666667,1,Douglas,571327
NE,Dundy,16,3.4,3.7,16,35,7.8,25,22,18,17,56,113,0,3886,9,96,59,2.2,28,0.0,0,6.2,0,6,90,18,7,11,48574,305.6166667,2,Dundy,1693
NE,Fillmore,12,2.9,3.4,14,32,8.2,28,64,21,8,72,72,235,2961,32,92,69,2.5,21,21.5,18,8.2,0,7,80,22,13,6,56697,314.1,2,Fillmore,5462
NE,Franklin,14,3.3,3.5,15,30,7.2,29,51,19,11,67,33,66,2868,21,93,71,3.0,26,16.7,33,7.3,0,8,81,32,6,15,48778,359.5833333,3,Franklin,2979
NE,Frontier,12,3.0,3.3,14,44,5.8,30,62,22,11,0,0,38,4551,41,92,77,2.5,20,19.0,0,6.5,0,9,73,32,11,32,43650,277.9833333,1,Frontier,2627
NE,Furnas,15,3.4,3.6,16,34,7.5,30,67,19,11,63,21,21,4805,32,100,68,2.6,21,16.7,62,6.9,0,13,79,18,10,10,49685,322.2,2,Furnas,4676
NE,Gage,13,3.1,3.4,15,39,7.8,29,67,21,9,79,70,163,1812,32,87,69,3.2,24,16.7,437,8.9,0,10,79,26,11,8,49931,275.6875,1,Gage,21513
NE,Garden,14,3.2,3.4,14,29,5.7,31,56,18,13,0,53,0,2781,25,100,82,2.3,15,36.7,0,5.0,1,10,73,25,12,33,39192,311.6833333,2,Garden,1837
NE,Garfield,14,3.2,3.4,13,28,8.5,30,70,18,11,50,101,0,4873,28,92,81,2.4,21,34.7,49,6.5,0,7,75,10,7,3,46245,307.45,2,Garfield,1969
NE,Gosper,11,2.8,3.1,12,25,6.9,21,34,21,9,0,0,50,3030,44,86,64,2.5,17,14.8,77,6.9,0,4,83,20,7,21,59722,267.7666667,1,Gosper,1990
NE,Grant,16,3.4,3.7,16,33,4.0,38,5,18,8,0,0,0,1628,35,100,73,2.6,8,0.0,0,5.1,0,11,60,29,7,47,56724,308.1333333,2,Grant,623
NE,Greeley,13,3.0,3.4,13,38,5.0,32,0,20,16,0,0,0,4907,30,93,80,2.6,16,16.8,0,7.1,0,8,69,20,10,40,45221,278.7666667,1,Greeley,2356
NE,Hall,18,3.3,3.5,16,35,7.8,28,89,19,13,63,83,346,3644,55,87,56,3.2,40,14.1,288,7.9,0,17,82,12,10,11,53792,273.6666667,1,Hall,61353
NE,Hamilton,12,2.8,3.2,13,31,8.7,25,67,20,7,98,54,97,3419,54,98,72,2.5,18,21.7,202,8.1,0,9,79,24,9,3,60608,293.1833333,2,Hamilton,9324
NE,Harlan,14,3.3,3.5,15,35,8.3,28,56,19,10,87,29,0,2529,28,100,69,2.3,15,11.6,0,7.1,0,7,79,21,11,2,49321,340.78333330000004,2,Harlan,3380
NE,Hayes,15,3.3,3.5,14,25,5.7,26,6,18,27,0,0,0,4601,56,0,67,2.2,9,0.0,324,6.2,0,11,77,30,8,33,47047,295.28333330000004,2,Hayes,922
NE,Hitchcock,16,3.4,3.7,16,38,4.3,27,25,18,13,0,0,0,3054,32,80,64,3.4,30,10.6,122,6.3,0,9,79,18,10,44,43880,314.85,2,Hitchcock,2762
NE,Holt,13,2.8,3.2,13,32,7.9,30,61,19,11,108,108,197,5910,14,90,70,2.6,17,14.7,77,6.7,1,10,74,13,10,9,55965,335.55,2,Holt,10067
NE,Hooker,14,3.1,3.4,13,27,7.6,27,11,18,8,297,147,0,0,60,100,73,3.7,20,44.5,0,5.3,0,10,64,18,9,6,46220,526.75,4,Hooker,682
NE,Howard,12,3.0,3.3,15,37,8.1,28,47,21,9,47,31,31,3584,27,97,72,3.0,17,9.3,0,7.5,0,10,76,36,11,5,52292,285.3666667,1,Howard,6445
NE,Jefferson,13,3.1,3.4,15,37,8.1,31,59,20,9,70,42,56,2402,16,93,54,2.5,36,25.1,780,8.4,1,7,80,19,10,6,47075,339.1166667,2,Jefferson,7046
NE,Johnson,14,2.9,3.1,16,37,7.9,30,56,23,10,39,19,19,4392,13,90,43,3.6,30,13.5,117,8.9,0,12,79,28,10,8,52401,261.475,1,Johnson,5071
NE,Kearney,13,2.9,3.4,15,37,8.5,24,56,20,8,46,31,46,2459,33,98,68,2.1,22,18.4,99,7.5,0,10,80,23,10,2,64456,324.3333333,2,Kearney,6495
NE,Keith,14,3.1,3.5,15,30,7.8,31,80,17,10,74,62,137,5588,51,93,71,3.0,35,16.1,106,6.0,0,9,81,16,10,6,52086,302.7666667,2,Keith,8034
NE,Keya Paha,11,2.8,3.1,12,30,4.9,28,33,18,19,0,0,0,3465,16,0,77,2.2,8,0.0,0,5.6,0,10,57,29,14,42,48429,311.8833333,2,Keya Paha,806
NE,Kimball,17,3.6,3.7,15,39,8.2,29,76,17,12,0,28,0,3525,21,89,59,2.6,38,11.1,218,4.8,0,9,77,13,12,3,46986,253.7222222,1,Kimball,3632
NE,Knox,14,3.2,3.5,13,32,8.1,31,61,19,13,47,83,71,2892,39,92,75,3.0,22,16.5,53,7.6,0,9,79,22,10,3,47906,337.85714289999993,2,Knox,8332
NE,Lancaster,14,3.1,3.3,13,29,8.0,18,97,25,8,67,98,373,3090,60,84,77,2.5,28,13.1,326,9.1,0,14,81,16,8,3,58618,225.72,1,Lancaster,319090
NE,Lincoln,15,3.3,3.6,16,37,7.8,28,86,19,9,54,71,244,6352,50,91,70,3.0,25,17.0,274,6.5,0,11,85,12,12,7,56803,279.05,1,Lincoln,34914
NE,Logan,14,3.1,3.4,15,35,8.2,30,2,20,13,0,0,0,3529,36,0,74,2.8,1,0.0,0,5.8,0,16,72,44,11,4,55531,283.6,1,Logan,748
NE,Loup,13,2.9,3.3,13,31,6.1,29,23,18,11,0,0,0,0,33,0,69,3.0,13,0.0,0,6.1,0,6,57,30,7,30,47797,354.53333330000004,3,Loup,664
NE,McPherson,14,3.1,3.4,14,27,5.8,28,0,19,8,0,0,0,0,33,0,88,2.5,5,0.0,0,5.6,0,13,48,42,19,28,53207,298.4,2,McPherson,494
NE,Madison,16,3.5,3.6,15,34,7.8,26,85,20,11,68,116,523,2495,50,92,67,2.5,27,17.9,142,8.3,0,13,81,10,11,7,55226,342.5833333,2,Madison,35099
NE,Merrick,14,3.2,3.5,16,38,7.6,30,45,20,9,25,52,26,3008,33,97,71,2.8,21,16.5,64,8.0,0,7,84,28,16,12,56493,281.6,1,Merrick,7755
NE,Morrill,16,3.4,3.7,15,38,7.1,31,45,18,14,21,43,0,3314,42,95,60,2.7,23,18.6,59,4.9,0,9,72,30,14,20,49151,297.0285714,2,Morrill,4642
NE,Nance,13,3.1,3.4,15,31,7.2,27,66,20,9,0,57,0,5777,19,88,70,2.4,19,8.3,0,7.8,0,6,80,31,11,15,47279,285.3666667,1,Nance,3519
NE,Nemaha,13,3.0,3.2,15,39,8.3,25,54,22,8,72,43,29,3411,58,94,76,3.4,26,17.3,99,9.0,0,11,79,18,11,1,52069,292.45,2,Nemaha,6972
NE,Nuckolls,13,3.2,3.5,14,34,7.5,31,60,17,9,117,72,72,3037,20,96,71,2.6,22,16.4,0,7.8,0,7,77,16,10,12,46954,361.3,3,Nuckolls,4148
NE,Otoe,16,3.4,3.5,14,40,8.4,30,74,21,9,62,56,75,2928,35,88,63,2.8,27,17.5,75,9.2,1,12,80,34,12,3,60734,263.925,1,Otoe,16012
NE,Pawnee,16,3.6,3.7,15,33,7.5,26,9,17,13,76,152,38,3394,11,100,62,2.5,27,0.0,19,8.7,0,12,69,33,8,7,45487,294.9333333,2,Pawnee,2613
NE,Perkins,11,2.6,3.0,12,26,8.2,26,47,20,14,103,34,0,6630,50,97,73,1.9,5,27.6,34,6.1,0,9,78,17,11,9,57251,301.03333330000004,2,Perkins,2891
NE,Phelps,12,2.8,3.2,13,37,8.4,25,71,21,8,77,56,145,3435,50,94,75,2.2,13,21.0,97,7.5,1,8,83,17,10,4,59003,285.1666667,1,Phelps,9034
NE,Pierce,12,2.9,3.0,15,32,7.3,31,65,22,7,84,42,14,2571,32,98,77,2.6,17,15.4,74,7.9,1,10,80,22,11,17,57367,295.8,2,Pierce,7148
NE,Platte,14,3.0,3.3,15,36,8.5,23,84,21,10,72,45,195,2872,57,92,63,2.6,23,10.9,102,8.6,1,12,80,9,9,6,63656,292.9714286,2,Platte,33470
NE,Polk,12,3.0,3.3,14,35,8.8,26,46,20,10,38,38,19,2545,58,94,68,2.3,20,20.6,10,8.2,0,6,79,29,10,1,59815,286.28333330000004,1,Polk,5213
NE,Red Willow,15,3.3,3.7,16,35,7.2,25,74,21,9,65,93,168,4330,52,97,70,2.4,26,16.8,96,6.7,0,10,86,12,9,15,49034,326.1166667,2,Red Willow,10724
NE,Richardson,15,3.4,3.5,17,36,7.2,33,7,20,10,38,38,101,5588,40,93,76,3.0,32,17.6,37,9.3,0,13,81,21,10,12,47573,295.8,2,Richardson,7865
NE,Rock,12,2.9,3.2,13,35,7.8,37,0,19,15,0,0,221,3113,9,100,76,2.4,8,20.9,0,5.9,0,6,71,18,15,9,48260,412.9166667,4,Rock,1357
NE,Saline,16,3.2,3.2,15,37,8.4,30,69,22,13,48,42,63,2416,27,87,50,3.0,22,12.5,236,8.6,0,10,80,29,12,6,54569,306.7875,2,Saline,14224
NE,Sarpy,11,2.7,3.3,13,33,8.5,20,92,24,6,52,67,101,3409,56,92,82,2.7,23,6.5,85,9.5,0,10,88,21,9,5,79358,250.47692310000002,1,Sarpy,187196
NE,Saunders,13,3.1,3.3,14,35,8.4,25,53,25,7,38,33,38,3700,45,95,76,2.7,22,16.1,62,9.1,0,10,84,43,11,4,67897,223.05454550000002,1,Saunders,21578
NE,Scotts Bluff,19,3.7,4.0,18,36,8.6,26,75,16,11,80,67,275,3987,47,92,64,3.2,44,15.4,205,5.0,0,14,84,9,12,2,50247,295.74285710000004,2,Scotts Bluff,35618
NE,Seward,12,3.0,3.2,14,31,8.5,23,59,22,7,58,52,150,3561,19,95,81,2.6,18,15.2,57,8.6,0,10,81,35,10,2,71024,262.4428571,1,Seward,17284
NE,Sheridan,16,3.4,3.7,16,32,7.1,30,56,19,17,57,58,270,4414,22,94,67,2.6,38,24.6,191,4.6,0,10,69,30,13,13,43819,345.5,2,Sheridan,5246
NE,Sherman,13,3.1,3.4,14,36,6.1,28,49,19,13,0,33,33,5912,44,91,68,2.6,20,22.7,49,7.1,0,10,79,37,11,28,47499,289.6666667,2,Sherman,3001
NE,Sioux,14,3.1,3.4,14,23,6.2,31,18,17,16,83,0,0,0,28,0,78,2.6,28,0.0,0,3.8,0,12,52,35,7,25,50861,311.28333330000004,2,Sioux,1166
NE,Stanton,15,3.2,3.4,14,38,7.2,32,31,22,7,0,0,17,1504,50,97,71,2.5,21,11.7,58,8.3,0,11,83,20,7,18,66228,297.3666667,2,Stanton,5920
NE,Thayer,13,3.0,3.4,13,33,8.0,25,30,20,10,99,20,79,3909,19,95,72,2.2,20,29.7,116,8.1,0,9,82,12,9,7,51299,355.8166667,3,Thayer,5003
NE,Thomas,13,3.1,3.4,14,27,5.9,28,17,20,13,0,0,0,2847,38,0,69,3.0,13,41.4,0,5.5,0,12,66,18,6,27,48275,219.7166667,1,Thomas,722
NE,Thurston,25,4.7,4.5,27,44,6.6,32,38,20,16,55,82,329,5981,22,79,56,4.0,55,6.9,62,8.7,0,20,76,18,19,7,45405,364.0571429,3,Thurston,7224
NE,Valley,14,3.2,3.4,14,32,7.8,27,75,19,12,143,95,167,4029,39,96,65,2.9,15,19.0,97,6.9,0,11,77,15,11,7,48604,283.0666667,1,Valley,4158
NE,Wayne,13,2.9,3.4,14,35,8.2,24,52,23,8,54,64,85,2902,51,94,80,2.4,20,11.8,0,8.4,1,13,81,19,11,2,55970,321.3166667,2,Wayne,9385
NE,Webster,14,3.2,3.5,15,33,7.3,31,63,21,10,114,0,57,3422,23,100,70,2.8,25,14.2,110,7.5,0,9,76,26,11,15,45058,368.15,3,Webster,3487
NE,Wheeler,14,3.1,3.4,15,29,5.6,32,4,19,12,0,0,0,2034,32,100,61,2.5,20,0.0,203,6.9,0,12,70,32,12,36,53369,297.7666667,2,Wheeler,783
NE,York,13,3.2,3.5,14,37,8.2,26,60,20,8,80,87,123,4398,50,99,78,2.5,22,22.5,22,8.3,1,8,80,17,11,5,61478,307.5,2,York,13679
NV,Churchill,17,4.3,4.5,18,32,7.5,26,87,21,14,54,61,213,3382,42,73,55,3.9,32,8.7,211,7.4,1,16,83,20,9,9,58429,455.23529410000003,4,Churchill,24909
NV,Clark,19,4.0,3.7,17,26,8.0,24,97,18,13,55,62,198,4961,34,83,58,4.8,39,3.3,757,9.4,1,20,79,33,11,4,57155,366.55555560000005,3,Clark,2266715
NV,Douglas,15,3.9,4.2,14,25,7.5,20,91,18,12,58,70,118,3073,46,88,65,4.3,28,6.8,152,7.5,1,16,78,34,9,13,70495,224.675,1,Douglas,48905
NV,Elko,18,3.8,4.0,17,29,8.3,26,69,23,13,36,42,63,3134,36,88,57,3.3,27,5.1,404,5.8,0,10,62,18,10,9,79134,274.98,1,Elko,52778
NV,Esmeralda,22,4.8,4.7,19,28,4.0,30,13,16,14,118,0,0,0,19,0,43,4.8,25,0.0,118,5.2,1,11,65,15,6,52,50179,391.12857139999994,3,Esmeralda,873
NV,Eureka,16,3.9,4.1,17,23,6.1,22,34,21,8,51,100,0,2169,29,100,54,2.7,20,0.0,338,4.7,0,13,57,35,8,27,70036,412.7142857,4,Eureka,2029
NV,Humboldt,18,4.0,4.2,17,33,8.5,21,60,22,15,48,42,101,4589,18,89,50,3.4,27,8.3,327,6.7,1,13,65,14,9,9,72873,329.26875,2,Humboldt,16831
NV,Lander,18,4.1,4.1,17,35,8.7,20,91,22,12,18,18,54,1453,19,92,41,3.7,44,7.0,620,4.8,0,8,59,23,16,6,79278,356.0777778,3,Lander,5532
NV,Lincoln,16,3.9,4.2,16,30,5.5,28,54,20,12,38,19,38,5390,33,86,58,4.5,16,0.0,39,4.6,0,9,82,14,8,32,55504,375.3272727,3,Lincoln,5183
NV,Lyon,18,4.5,4.5,21,35,7.6,25,68,21,13,17,20,145,3485,37,84,56,5.4,27,5.0,270,8.3,0,16,80,46,12,9,59732,326.5470588,2,Lyon,57510
NV,Mineral,22,4.9,5.0,21,30,4.8,31,77,17,12,45,44,89,3969,23,84,41,5.5,65,0.0,135,5.5,0,15,77,16,13,34,44438,391.6636364,3,Mineral,4505
NV,Nye,19,4.3,4.5,18,34,6.2,29,22,18,13,29,20,168,4408,30,79,47,5.7,26,5.7,167,6.5,1,14,78,22,14,21,47031,385.3277778,3,Nye,46523
NV,Pershing,20,4.1,4.1,18,35,8.1,28,23,23,15,0,45,60,2920,33,100,49,4.1,34,0.0,713,5.7,1,18,76,14,7,6,42522,347.7857143,2,Pershing,6725
NV,Storey,16,3.9,4.2,15,25,8.7,25,41,19,9,0,0,149,2127,40,91,73,4.4,30,0.0,892,7.5,0,9,80,53,13,1,68236,308.9769231,2,Storey,4123
NV,Washoe,16,3.9,4.2,15,23,7.9,18,92,24,12,74,70,318,3275,45,84,63,3.6,32,6.3,439,8.4,1,20,78,22,8,8,63636,322.4055556,2,Washoe,471519
